"item-count";"item-percent";"item-value";"ProfileInternalColumnName";"ProfileSourceAttributeType";"ProfileSourceAttributeName";"ProfileInputName";"FrequencyType";"rollup_SourceAttributeName";"rollup_column";"rollup_name";"rollup_value"
1;"14.2857142857%";"1968-12-11";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1978-07-21";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"N/A";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
5;"71.4285714286%";;"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"07801211963";"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"HI:123456";"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"44 7700 900005 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"44 7700 900059,44 7700 900059";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"44 7700 900389";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"44 7700 900525";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"44 7700 900556";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"44 7700 900625 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"44 7700 900875 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
2;"28.5714285714%";;"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"dr.john.smith@gmail.c";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"john.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"john.w.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"john.will.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"smith.john@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";;"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
3;"42.8571428571%";"3";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"2";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"4";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";;"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
5;"71.4285714286%";"4";"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"2";"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";;"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
2;"28.5714285714%";"1";"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
2;"28.5714285714%";"2";"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
2;"28.5714285714%";"4";"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
3;"42.8571428571%";;"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"title";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Z021";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Z049";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Z050";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"6.25%";"9";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"10";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"11";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"12";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"14";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"20";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"22";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"24";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"26";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"55";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"61";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"64";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"74";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"76";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"84";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"99";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Bail Gustavo DDS";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Denisse Smith";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Harmeyer Karen";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Hrabal Lucy";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"J. Smith";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Jane Smith";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Janette Smith";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Lita Leitze";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Ms. Amy Coll O.D.";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Ms. Song Stong";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Ms.Patsy Hemmeke";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Raza Mattie";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Slonecker Esther";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Watson Jane CPA";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Wertman Annemarie";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Whitney Bhatnagar";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
16;"100%";"F";"S_2";"STRING";"GD";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";;"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";"5.1.1982";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1941-06-28";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1946-08-02";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1956-05-02";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1957-07-20";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1957-10-10";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1959-12-04";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1973-04-01";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1978-11-16";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1979-11-16";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"2001-06-13";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"2001.07.01";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"2003-06-04";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"B. 1982-01-05";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";"5.1.1982";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";"791216";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1941-06-29";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1946-08-03";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1956-05-03";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1957-07-21";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1957-10-11";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1959-12-05";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1973-04-02";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1978-11-16";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1979-11-17";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"2001-06-14";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"2001.07.01";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"2003-06-05";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
9;"56.25%";;"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"25%";"HI:123456";"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"18.75%";"07801211963";"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";"44 7700 900038";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";"44 7700 900483";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900032";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900155";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900188";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900272";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900480";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900537";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900552";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900552 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900561";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900625";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900990 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"44 7700 900991, 44 7700 900005";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";;"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"25%";"john.smith@.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"18.75%";"dr.john.smith@gmail.c";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"18.75%";"jane.watson@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"18.75%";"john.w.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"john.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
5;"31.25%";;"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
5;"31.25%";"4";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"25%";"1";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";"3";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"25%";;"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
6;"37.5%";"4";"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"18.75%";"3";"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";"1";"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"2";"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"25%";;"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"25%";"3";"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"25%";"4";"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"18.75%";"2";"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"1";"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
5;"31.25%";;"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"18.75%";"Z046";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"18.75%";"Z050";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";"Z021";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"12.5%";"Z051";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"6.25%";"Z049";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"100%";"85";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"Bockelmann Amalia";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"fem";"S_2";"STRING";"GD";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"1985-04-04";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"1985-04-05";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";;"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"44 7700 900425";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"jane.watson@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"4";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"2";"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"1";"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"Z049";"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"100%";"66";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";"Catherine Whitbread";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";"Fem";"S_2";"STRING";"GD";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";"1953-07-13";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";"1953-07-14";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";;"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";"44 7700 900059";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";"john.w.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";;"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";;"S_9";"STRING";"directemail";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";;"S_10";"STRING";"directtelephone";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"100%";;"S_11";"STRING";"titleCode";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"33.3333333333%";"15";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"19";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"72";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"Caspers Belia";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"Lorretta Garavaglia";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"Smith Denisse";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
3;"100%";"Femail";"S_2";"STRING";"GD";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"1959-09-05";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"1975-01-19";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"1999-06-13";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"1959-09-06";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"1975-01-20";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"1999-06-14";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
2;"66.6666666667%";;"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"HI:123456";"S_5";"STRING";"Description";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"44 7700 900109";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"44 7700 900195";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"44 7700 900489 ,44 7700 900301";"S_6";"STRING";"Mobile";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";;"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"jane.watson@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"john.will.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";;"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"1";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"33.3333333333%";"3";"S_8";"STRING";"directmailing";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
