"item-value";"item-index";"item-count";"stat-multiple";"stat-type";"ProfileInternalColumnName";"ProfileSourceAttributeType";"ProfileSourceAttributeName";"ProfileInputName"
"2";20;16;"true";"last_x";"S_10";"STRING";"directtelephone";"in"
"1";0;20;"true";"last_x";"S_10";"STRING";"directtelephone";"in"
"title";0;1;"true";"first_x";"S_11";"STRING";"titleCode";"in"
"Z021";1;13;"true";"first_x";"S_11";"STRING";"titleCode";"in"
"Z046";14;13;"true";"first_x";"S_11";"STRING";"titleCode";"in"
"Z049";27;13;"true";"first_x";"S_11";"STRING";"titleCode";"in"
"Z050";40;13;"true";"first_x";"S_11";"STRING";"titleCode";"in"
"Z051";53;13;"true";"last_x";"S_11";"STRING";"titleCode";"in"
"Z050";40;13;"true";"last_x";"S_11";"STRING";"titleCode";"in"
"Z049";27;13;"true";"last_x";"S_11";"STRING";"titleCode";"in"
"Z046";14;13;"true";"last_x";"S_11";"STRING";"titleCode";"in"
"Z021";1;13;"true";"last_x";"S_11";"STRING";"titleCode";"in"
